0,0,AC Schnitzer,AC Schnitzer ACS8,91546,汽车保质期内无故自燃,2018-6-21 13:34:26,无,车从发动机机舱先着火。我投诉厂家经销商推卸责任，无明确态度，同时我也希望经销商早日给予我圆满答复。,未解决
1,0,AC Schnitzer,AC Schnitzer ACS8,91334,解放汽车J6F20公里出问题,2018-6-14 18:11:39,成都三联汽车城,尊敬监督机构领导及工作人员，我在成都三联汽车城买一辆解放J6F，6月10号付款提车，当天跑了20公里熄火发动不起来，解放服务站2次派工作人员来维修，时间13.00分到晚上21.00分都没维修好，直到6月12号又3次派工作人员来维修，到中午13.00分，工作人员说车修不好，要拖到服务站修理，，我给销售经理联系了，要求退换，经理一口回绝，你付款了就是你的了，退换不要想，尊敬领导，我现在咋办，帮我主持公道，本人深感感谢，劝劝经销商发发善心，我下岗个人这个车还贷款，我的电话18982091780,未解决
2,0,AC Schnitzer,AC Schnitzer ACS5,77777,不好用,2017-9-17 19:44:48,上海vnnvgdf,急死人可了,未解决
3,0,AC Schnitzer,AC Schnitzer ACS8,74377,12312撒大声地,2017-7-24 16:46:06,1112,阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无阿萨德群翁群无,未解决
4,0,AC Schnitzer,AC Schnitzer ACS5,71065,反倒是反倒是,2017-5-18 12:08:41,发的方式,其他投诉的属性或描述请在此输入。请客观描述投诉内容，不能少于50个汉其他投诉的属性或描述请在此输入。请客观描述投诉内容，不能少于50个汉其他投诉的属性或描述请在此输入。请客观描述投诉内容，不能少于50个汉,未解决
5,0,Artega,Artega GT,114965,交强险和车险全部错了,2020-6-12 10:06:42,信昌盛远,交强险给我的报单不对。入险日期给我写的八月一号。我八月31 号才买车的,未解决
6,0,Artega,Artega GT,114843,投诉北京华奥汽车服务有限公司安心保险,2020-6-8 13:55:16,福特4S店,"1）24小时服务电话4000-88-1615，是假号码，是联系不上的。随意更换电话号码。
2）到4S店开无名窗口营业，以4S店工作人服装向车主骗保，让车主误以为是4S店工作人员才骗保。
3）资质不够，什么都不是就皮包公司一个，还不如直接向保险公司投保。
要求停止违法行为，退还欺诈合同款，网上公布吊销北京华奥汽车服务有限销公司营业执照。",未解决
7,0,Artega,Artega GT,114434,吴,2020-5-25 17:16:53,嗡嗡嗡,是多久啊洛夫克拉我忘了,未解决
8,0,Artega,Artega GT,91355,解放汽车J6F20公里出问题,2018-6-15 8:48:01,成都三联汽车城,尊敬监督机构领导及工作人员你们好，我在三联汽车城买一辆新车，解放J6F，2018年6月10号付款，当天提车跑了不到20公里，熄火发动不起，服务站工作人员2次来修理时间13.00分到21.00分没修好，直到12号又派3次来维修，到中午13.00分说，车修不好，要找车拖到服务站修理，我买新车，我知道一共5次派人修理，我看到拆零件散落一地，我给经理打电话要求退换，糟拒绝，尊敬监督机构领导，我咋办，望你们帮我主持公道，谢谢谢谢，我的电话18982091780，帮帮我,未解决
9,0,Artega,Artega GT,70992,sf dsf,2017-5-16 11:16:34,fdsf ,"fddffsdfdsffssfsdfasdfdsfasdfifpng格式请注意保护个人**如遮挡车牌等ifpng格式请注意保护个人**如遮挡车牌等
ifpng格式请注意保护个人**如遮挡车牌等ifpng格式请注意保护个人**如遮挡车牌等",未解决
10,0,Artega,Artega GT,59150,方向盘卡死,2016-7-28 16:07:56,沪A12345,"方向盘卡死
方向盘卡死
方向盘卡死
方向盘卡死方向盘卡死
方向盘卡死方向盘卡死
方向盘卡死
方向盘卡死
方向盘卡死方向盘卡死
方向盘卡死方向盘卡死
方向盘卡死
方向盘卡死
方向盘卡死方向盘卡死
方向盘卡死方向盘卡死
方向盘卡死
方向盘卡死
方向盘卡死方向盘卡死
方向盘卡死方向盘卡死
方向盘卡死
方向盘卡死
方向盘卡死方向盘卡死
方向盘卡死",未解决
11,0,Artega,Artega GT,56941,33333333,2016-5-27 16:03:28,发生发生地方,4444444444阿萨德飞凤飞飞反反复复反反复复反反复复反反复复反反复复复复反反复复反反复复反反复复反反复复复复反反复复反反复复反反复复反反复复复复反反复复反反复复反反复复反反复复复复反反复复反反复复反反复复反反复复复复反反复复反反复复反反复复反反复复复复反反复复反反复复反反复复反反复复复复反反复复反反复复反反复复反反复复复复反反复复反反复复反反复复反反复复,未解决
12,0,Artega,Artega GT,53185,宝晋宝马4S店，,2016-2-23 20:18:08,沈阳宝晋4S店,1.欺骗销售，没有现车告知；有骗交定金，在规定内没能交车 违约。2强迫在没有提车情况下，在本店交三年保险保项保额他们说了算，并按购车发货票金额高出1万8的保额保险。3强迫接受购置该店所谓礼包，必须先交1万3千8百元现金才能提车。4强迫接受派给你的所谓天价礼包。紧车膜就是8千8百元。5，并强迫限期接受在一个月内不接受就视为放弃。和发放奖品的规定一样。大家看一看我们还是消费者吗？ 我们是个法制国家，请问那条法律是规定这样消费的？我们百姓还有没有说理的地方。我呼吁执法部门能给百姓一个说法。以上情况属实，如有不符，我愿承担法律责任。,未解决
13,0,ALPINA,ALPINA B4 BITURBO,99100,333,2019-1-17 8:56:36,444,中中中加中中国国国国国国国国,未解决
